Dataset_ID	Variable	Unique_Summary	Num_Unique
GSE62944_Normal	ethnicity	NOT HISPANIC OR LATINO, NA	2
GSE62944_Normal	gender	FEMALE, MALE	2
GSE62944_Normal	her2_status_by_ihc	Positive, Negative, Equivocal, NA	4
GSE62944_Normal	histological_type	Mixed Histology (please specify), Infiltrating Ductal Carcinoma, Medullary Carcinoma, Infiltrating Lobular Carcinoma, Other  specify, Mucinous Carcinoma	6
GSE62944_Normal	history_neoadjuvant_treatment	No, Yes	2
GSE62944_Normal	history_other_malignancy	No, Yes	2
GSE62944_Normal	icd_10	C50.9, C50.3, C50.8, C50.4	4
GSE62944_Normal	icd_o_3_histology	8522/3, 8500/3, 8490/3, 8510/3, 8520/3, 8523/3, 8524/3, 8541/3, 8575/3	9
GSE62944_Normal	margin_status	Negative, NA, Positive	3
GSE62944_Normal	menopause_status	Post (prior bilateral ovariectomy OR >12 mo since LMP with no prior hysterectomy), NA, Pre (<6 months since LMP AND no prior bilateral ovariectomy AND not on estrogen replacement), Indeterminate (neither Pre or Postmenopausal), Peri (6-12 months since last menstrual period)	5
GSE62944_Normal	metastatic_tumor_indicator	NO, NA, YES	3
GSE62944_Normal	method_initial_path_dx	Tumor resection, Core needle biopsy, Incisional Biopsy, Excisional Biopsy, Fine needle aspiration biopsy, Cytology (e.g. Peritoneal or pleural fluid), NA	7
GSE62944_Normal	patient_id	A1N5, A18L, A0C0, A18R, A1FJ, A1F8, A2C9, A1EN, A1EU, A1EV, A0DH, A1ND, A1RH, A0DO, A1RB, A0AY, A209, A0HK, A18K, A18P, A2C8, A2FM, A208, A13F, A204, A0BJ, A0BZ, A0BM, A0BQ, A1ET, A1LH, A0B3, A1RD, A1FC, A1N6, A1FG, A1FU, A1FD, A1FR, A1F0, A1LS, A1L7, A1NG, A1R7, A18S, A0BS, A0BV, A0CE, A1BC, A1FN, A0BC, A0DQ, A1RC, A0D9, A1FM, A0B8, A1RF, A0H5, A1F2, A1FB, A0HA, A0AZ, A0DV, A0BT, A1NF, A18J, A158, A15I, A1NA, A153, A0DZ, A203, A0DD, A0E0, A1EO, A1RI, A23H, A18N, A0C3, A18Q, A1F6, A1LB, A1N4, A1N9, A0B5, A1FH, A0B7, A0CH, A0DT, A1IG, A0H9, A2FB, A0H7, A2FF, A0DL, A0DK, A0BW, A0AU, A0E1, A0BA, A0DG, A0DP, A18U, A15M, A18M, A1EW	106
GSE62944_Normal	Platform_ID	GPL9052	1
GSE62944_Normal	pr_status_by_ihc	Positive, Negative, NA, Indeterminate	4
GSE62944_Normal	race	WHITE, BLACK OR AFRICAN AMERICAN, NA, ASIAN	4
GSE62944_Normal	surgical_procedure_first	NA, Other, Lumpectomy, Modified Radical Mastectomy, Simple Mastectomy	5
GSE62944_Normal	tumor_status	TUMOR FREE, NA, WITH TUMOR	3
GSE62944_Normal	vital_status	Alive, Dead	2
